Country Name,Country Code,Indicator Name,Indicator Code,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
United States,USA,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,,72.50563942,72.97418207,73.02428848,73.27561297,73.30103163,72.41583139,73.61414004,74.63445214,75.75053968,76.06144196,75.51741585,75.38431085,74.97802082,74.20208838,71.62775766,70.39497235,72.22866389,71.58935259,68.96113431,66.42304148,64.74544781,62.19765538,62.53326388,61.74148105,62.35706979,65.28744723,65.74373054,63.56640672,62.30734958,63.60210356,65.09998202,62.59813267,,
United States,USA,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,85610000000,98570000000,1.0038E+11,1.03847E+11,1.09794E+11,1.20768E+11,1.29227E+11,1.39309E+11,1.51976E+11,1.66161E+11,1.82531E+11,2.06413E+11,2.06716E+11,2.14126E+11,2.28723E+11,2.64309E+11,2.84768E+11,3.21977E+11,3.57204E+11,3.9177E+11,3.76081E+11,4.0449E+11,4.26896E+11,4.4175E+11,4.40395E+11,4.66849E+11,4.76779E+11,4.91587E+11,5.33021E+11,5.42422E+11,5.69316E+11,4.42558E+11,5.44471E+11,6.88344E+11,7.22677E+11
United States,USA,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,4.93333E+11,5.17014E+11,5.09317E+11,5.52608E+11,6.03E+11,6.89362E+11,7.71084E+11,8.17846E+11,8.98713E+11,9.44693E+11,1.04848E+12,1.23825E+12,1.18017E+12,1.20241E+12,1.30531E+12,1.52547E+12,1.73249E+12,1.9192E+12,2.01739E+12,2.16599E+12,1.60357E+12,1.96812E+12,2.20795E+12,2.27627E+12,2.26837E+12,2.34768E+12,2.24166E+12,2.18918E+12,2.34267E+12,2.54273E+12,2.4984E+12,2.33658E+12,,,
United States,USA,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1.036054349,1.388202254,0.618239721,0.460688227,0.484577114,0.414426673,0.385223919,0.42272017,0.468191736,0.474662139,0.72435335,0.917779124,0.985468195,0.781197761,1.003884135,1.405284929,1.577325122,1.931330763,1.966431875,2.46296151,1.703692386,1.784611711,1.70873762,1.659915745,1.120618542,0.985932845,0.559063044,0.644930063,0.904441587,0.969043975,0.743604152,0.41588167,,,
United States,USA,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,20.86940221,22.18055991,22.61216492,24.58464228,26.01452736,27.27767124,28.60509361,30.10834558,31.69496825,32.77150355,33.23419617,34.4344357,35.24539685,37.00214569,38.51742498,40.14952769,41.97161311,43.98747395,44.70900024,45.54904686,48.1261186,49.53432718,48.67902252,48.23265525,48.25526703,48.021299,49.60357885,50.20659801,51.01438538,50.7487525,49.24156631,49.75824545,,,
United States,USA,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,3.372548085,3.03743608,2.682358655,2.424765265,2.237487835,2.418177971,2.670635083,2.413308427,2.406957302,2.380504125,2.176742413,2.212896394,2.112973408,1.824148102,1.698192154,2.011200363,2.1742254,2.768088639,2.821117055,2.606664942,2.017453301,2.306935595,2.603212979,2.25275726,2.163057081,2.138069972,1.963440027,1.898880987,2.241590973,2.261912532,2.168912989,2.321390075,2.867995062,2.628177935,2.268589921
United States,USA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,11.37790607,13.28265919,11.44642834,10.5984693,9.821875612,8.722001696,8.171030043,9.425172331,9.191862221,6.581474734,7.48412629,11.1144488,10.68654312,10.04727244,12.35717254,14.23788759,17.3735176,17.98120571,18.4545483,23.18260526,17.42226063,18.49754739,20.43967378,18.52821933,16.72922368,14.84994134,8.664991747,7.256490218,8.478602991,9.24830831,8.177818972,5.402053225,7.628359259,9.565535676,8.412266163
United States,USA,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,3.44,3.63,3.67,3.63,3.56,,3.95,4,2.34,4.07,8.32,5.13,4.58,3.9,3.71,3.63,3.74,3.7,3.71,3.64,3.96,3.95,4.07,4.14,3.98,3.76,3.86,3.88,8.59,8.24,134.84,3.31,2.89,,
United States,USA,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,2.89,2.81,2.79,2.81,2.65,,3.04,3.25,3.41,3.7,3.15,3.1,3.21,3.31,3.01,2.89,2.7,2.67,2.92,2.54,2.54,2.45,2.63,2.53,2.49,2.53,2.43,2.44,6.64,5.96,39.52,2.72,2.56,,
United States,USA,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,4.56,4.66,4.73,4.8,4.71,,4.27,4.11,3.67,3.6,3.89,3.4,3.46,3.33,3.2,2.99,2.96,2.91,2.42,2.76,2.82,2.81,2.81,2.79,2.81,2.78,2.79,2.79,3.07,3.19,17.94,2.56,2.57,,
United States,USA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,5.28,5.2,5.31,5.25,5.12,,4.59,4.44,4.34,4.49,3.88,3.87,3.82,3.98,3.53,3.31,3.23,3.14,3.01,3.1,3,2.96,3.03,2.99,2.87,2.93,2.8,2.76,3.36,3.25,8.7,2.87,2.79,,
United States,USA,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,4.78,4.88,4.93,5.01,4.9,,4.32,4.13,4,3.55,3.29,3.15,3.28,3.25,3.13,2.89,2.81,2.76,2.12,2.57,2.62,2.61,2.56,2.55,2.61,2.61,2.64,2.64,2.39,2.56,3.23,2.44,2.51,,
United States,USA,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,5.78,5.68,5.8,5.72,5.59,,4.89,4.67,4.53,4.64,4.01,4.02,3.94,4.11,3.63,3.4,3.33,3.23,3.04,3.21,3.09,3.07,3.11,3.09,2.96,3.02,2.88,2.83,2.77,2.77,3.11,2.92,2.84,,
United States,USA,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,26.91398314,25.84247258,26.0253769,27.57628048,31.98656985,35.35303219,35.25729191,37.92196615,44.54607126,49.06377377,56.13307088,67.38962086,65.3907925,68.25565903,71.96165007,79.80895584,84.29387205,88.94551179,89.94920862,86.57492102,72.4326147,83.10570394,86.24680075,88.67780672,89.34500528,93.55360045,100,100.5123008,104.5304938,110.0678858,109.4765657,105.2315963,117.9272525,,
United States,USA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,,,,,,,46379000000,49672000000,53808000000,58451000000,58864000000,64174000000,60525000000,59017000000,61244000000,70332000000,74111000000,78374000000,82605000000,84318000000,82510000000,85165000000,86623000000,90340000000,91117000000,96248000000,1.02666E+11,1.09156E+11,1.17929E+11,1.2614E+11,1.33285E+11,35806000000,,,
United States,USA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,11.80052291,12.00007515,11.45550527,11.26199256,11.18132636,10.92522175,10.38583208,9.878865627,9.221537085,9.177987554,9.034568945,8.267127325,8.116516569,8.060947759,8.608239138,8.642788321,8.347577577,8.681516365,9.212865372,9.309737931,10.10940965,10.19932846,9.762382349,9.517714937,9.403796912,3.89811795,,,
United States,USA,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,,6,,,,,,,,,,,,6.3,,,,,5.8,8,,8,,,,9,9,,,7.2,,,,,
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,24.911,24.7,24.299,23.903,23.512,23.125,22.743,22.364,21.992,21.623,21.258,20.943,20.766,20.591,20.417,20.243,20.072,19.901,19.731,19.562,19.394,19.228,19.056,18.881,18.701,18.517,18.329,18.138,17.942,17.744,17.541,17.336,17.127,16.916,16.702
United States,USA,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,100,,,,100,,,,100,,,,,100,
United States,USA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
United States,USA,"Population, female",SP.POP.TOTL.FE.IN,126057113,127417991,129055067,130776318,132446165,134022320,135565598,137090110,138687394,140236332,141757600,143251716,144625822,145972802,147242226,148594732,149946323,151383683,152829130,154289840,155660194,156968302,158043988,159064447,160034189,161084758,162158414,163224028,164151818,164926348,165599805,167210787,167558793,168258067,169134944
United States,USA,Population growth (annual %),SP.POP.GROW,0.944405555,1.12965052,1.336260741,1.386885692,1.31868,1.226296089,1.190787091,1.16341162,1.203960297,1.165714526,1.148340047,1.112768997,0.989741382,0.927797486,0.859481713,0.925483969,0.921713167,0.964253917,0.951055243,0.945865287,0.876651299,0.829616675,0.726786705,0.733599941,0.692860277,0.73336152,0.736217309,0.724676067,0.632643995,0.526435396,0.455381286,0.968999516,0.157342694,0.367472694,0.491924872
United States,USA,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.05,1.049,1.046,1.05,1.05,1.048,1.049,1.047,1.048,1.047,1.049,1.048,1.046,1.048,1.049,1.049,1.049,1.049,1.047,1.048,1.048,1.048,1.049,1.047,1.049,1.048,1.048,1.047,1.048,1.046,1.047,1.047,1.048,1.048,
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,2.934929959,2.932752137,2.916324691,2.881779809,2.834320168,2.83697474,2.886650607,2.91203875,2.921770771,3.003413063,3.042448651,2.977197971,2.959107432,2.966230653,2.882692753,2.816488927,2.813374166,2.763393762,2.699949136,2.66418732,2.623816956,2.589430075,2.595592352,2.60788056,2.626753393,2.656936376,2.702530353,2.747822316,2.81074926,2.916388372,3.016211688,3.089808347,3.247227718,3.481093824,3.666418104
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,30296884,30664878,31184733,31799644,32301040,32848593,33400936,33809937,34120304,34375471,34590275,34755721,35042477,35341824,35619261,36028870,36526333,37064967,37677408,38531316,39439341,40299692,41347761,42638513,43904126,45005701,45954694,47402094,48983844,50325557,51849212,53784941,55382102,57083129,58904562
United States,USA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,18146389,18370375,18657359,18963339,19173631,19372606,19562669,19685990,19785404,19853323,19910840,19975058,20077335,20180770,20282939,20454913,20675810,20929934,21233086,21651187,22105789,22550039,23071295,23732631,24395919,24947967,25430719,26171671,26970236,27654382,28428926,29454755,30329134,31259551,32236631
United States,USA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,4.443153614,4.421961245,4.322687873,4.190444006,4.093844991,3.995078605,3.908285535,3.879862825,3.871832245,3.893641283,3.936680998,3.992983492,4.042124136,4.115198513,4.253324249,4.385077903,4.48081855,4.66129582,4.940833941,5.167230162,5.301858188,5.406026603,5.583814114,5.685640673,5.716273745,5.891491099,6.140272624,6.222807271,6.239055936,6.327556279,6.379650622,6.413893507,6.439171877,6.435202205,6.405247049
United States,USA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,4.574942475,4.631480092,4.678653806,4.75360211,4.905273942,5.046419257,5.13943313,5.334670386,5.65250243,5.894562898,6.018267663,6.111177684,6.305440227,6.425557975,6.460445031,6.652456515,6.91948412,7.002906683,7.023685031,7.123637662,7.179642184,7.213908542,7.219499373,7.187613378,7.138238925,7.081156024,6.981820439,6.826140762,6.6581919,6.502933957,6.369764537,6.308581579,6.303331022,6.275264709,6.197902292
United States,USA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.762284745,6.844205727,7.043518918,7.154169279,7.17084399,7.373434084,7.667698876,7.752652751,7.755711748,7.846839349,7.889942818,7.913118528,7.918167445,7.886748108,7.833061288,7.767269114,7.648942032,7.464654635,7.263763346,7.068890828,6.894434287,6.794317265,6.763843577,6.723403419,6.629958569,6.498093629,6.329022382,6.160599923,6.074617588,6.076865531,6.12471268,6.20625423,6.303245168,6.379240476,6.422792352
United States,USA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,8.647776136,8.655350513,8.647063968,8.601190143,8.523423757,8.421118722,8.263761024,8.039610147,7.798213842,7.568957499,7.368528821,7.245167923,7.195029057,7.139294104,7.028312625,6.870058939,6.670673173,6.472210978,6.353395287,6.32698285,6.359199803,6.430877917,6.515396784,6.579327944,6.613362173,6.616737652,6.601249894,6.592753112,6.602403997,6.632461866,6.685881156,6.750277233,6.80986598,6.857975922,6.870798459
United States,USA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.652444268,7.489823873,7.397530129,7.291844899,7.134019007,6.942795206,6.723250297,6.520774278,6.423085959,6.427303163,6.484238691,6.589957986,6.722647569,6.81978439,6.854453244,6.836959801,6.785127722,6.730673327,6.70000023,6.69429988,6.710341831,6.760547075,6.838368193,6.907536833,6.928485921,6.886614491,6.785269414,6.65225048,6.525113379,6.425722338,6.358039118,6.33872601,6.349837766,6.364397836,6.385838918
United States,USA,"Population ages 15-64, male",SP.POP.1564.MA.IN,81507945,82353066,83306611,84275313,85249068,86168373,87141877,88213382,89404975,90592983,91840525,93172631,94324411,95369729,96364321,97453132,98563589,99700707,100742514,101621053,102409839,103209393,103831583,104401610,104956014,105628229,106408684,106935152,107262406,107615727,107831375,108581736,108442051,108568010,108831393
United States,USA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,7.089157474,6.87113251,6.635900319,6.498713953,6.483829175,6.535373582,6.626780208,6.730596422,6.813586149,6.856019003,6.857484668,6.834028282,6.811582329,6.81592593,6.845048553,6.88801106,6.938396719,6.979001232,7.003818021,6.997260924,6.943818371,6.842034325,6.710763667,6.586791954,6.491924677,6.424966016,6.389993881,6.374380747,6.360034226,6.353030362,6.350153972,6.339699525,6.339772257,6.365257362,6.377743461
United States,USA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,6.847584928,6.827831546,6.812666893,6.808900817,6.829440428,6.880868679,6.951868888,7.026628081,7.091682434,7.119536968,7.090168235,6.993637991,6.846591215,6.689541129,6.551654396,6.441496309,6.372163375,6.347503563,6.34637331,6.356904749,6.370351985,6.362561462,6.352098504,6.365788733,6.376505257,6.36141827,6.321243661,6.254237293,6.161611873,6.063592994,5.990471267,5.944488831,5.904007817,5.84808914,5.768232686
United States,USA,"Population ages 0-14, male",SP.POP.0014.MA.IN,27103448,27557439,28091949,28626063,29096358,29459319,29732258,29966562,30229732,30502536,30762441,30957400,31053580,31121608,31165064,31183478,31156164,31160489,31215239,31302945,31367944,31399795,31431445,31505723,31561536,31615608,31647921,31682151,31694295,31624948,31478486,31404225,30995165,30621756,30280628
United States,USA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,7.117030537,7.172556436,7.217282303,7.249335584,7.248953039,7.196392554,7.088873908,6.950223022,6.818205636,6.716887494,6.64599979,6.598710067,6.570662166,6.556728524,6.553519361,6.55106424,6.529586888,6.495853411,6.472682962,6.443743665,6.385391589,6.311447846,6.244249374,6.174316256,6.096063051,6.029506602,5.980165389,5.940215337,5.896318146,5.836799972,5.752749465,5.632559241,5.50790708,5.412809255,5.343764266
United States,USA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.014,2.081,2.0625,2.046,2.0195,2.0015,1.978,1.976,1.971,1.999,2.0075,2.056,2.0305,2.0205,2.0475,2.0515,2.057,2.108,2.12,2.072,2.002,1.931,1.8945,1.8805,1.8575,1.8625,1.8435,1.8205,1.7655,1.7295,1.706,1.6415,1.664,1.665,
United States,USA,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,10.7,10.4,10.1,9.7,9.4,9,8.7,8.5,8.3,8,7.9,7.8,7.7,7.6,7.6,7.5,7.4,7.3,7.2,7.1,7,6.8,6.7,6.6,6.5,6.4,6.3,6.2,6.2,6.1,6,5.9,5.8,5.8,
United States,USA,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,,,,,,,,,,,,,,64.4,,,,,,,,,,,,63.1,,67.7,,66.1,,,,,
United States,USA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,92.515,90.868,90.652,88.984,90.066,89.515,89.372,87.123,85.4,83.564,83.804,83.359,84.172,83.72,83.557,81.47,81.507,80.928,79.447,78.705,79.055,77.159,77.926,77.717,78.083,79.372,80.429,82.097,81.986,80.593,79.455,92.267,103.772,,
United States,USA,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,8,9,8,8,8,8,7,7,8,,10,12,13,13,12,14,13,13,14,13,14,15,14,,,19,18,19,,,,,,,
United States,USA,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,,,1.1,,,,,,,,,1,,0.3,,1,,0.4,,0.4,,0.8,,0.4,,0.7,,1.3,,0.3,,,,,
United States,USA,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,,,,,,,,,,,,,,,,,,,,,,23.26,,25.51,,26.43,,34.7,,25.79923,,,,,
United States,USA,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,
United States,USA,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,40.6,,,,,37,,,,,34.1,,,,,31,,,29.5,28.9,28.4,,,
United States,USA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,,,,,,,,,,,,0.024542801,0.02599374,0.026727461,0.02733524,0.027177466,0.027562223,0.027387324,0.027438087,0.029018822,0.031993235,0.024366367,0.026421208,0.027388022,0.028418722,0.029048796,0.030061301,0.031887187,0.033083456,0.03362455,0.034318568,0.036381631,,,
United States,USA,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,8.94,,,,,9.4673,,,,,9.9177,,,,,12.5,,,,,,,14.37,15.45,13.16,12.47,,,
United States,USA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,90,86,83,88,94,95,95,96,96,96,94,94,94,96,96,96,96,96,96,95,95,96,94,94,95,95,95,94,94,94,93,94,94,
United States,USA,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,,,,,,,,,,,,,,,,,,,,,,0.23,0.21,0.2,0.18,0.17,0.16,0.16,0.15,0.15,0.14,0.13,0.13,,
United States,USA,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
United States,USA,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,,,,,,,,,,,,14.7,14.3,14.1,13.8,13.3,13.1,12.7,12.4,12.3,12,11.7,11.6,11.5,11.3,11.2,11.2,11.3,11.1,11.1,11.1,,,,
United States,USA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,
United States,USA,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1,1,1,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,
United States,USA,Number of under-five deaths,SH.DTH.MORT,45302,45294,44297,42561,40732,38924,37252,35884,34872,34256,33927,33858,33653,33188,33061,33027,32895,33004,33084,32549,31455,30173,29085,28356,27781,27396,27089,26605,25913,25154,24519,23851,23470,23296,
United States,USA,Number of deaths ages 20-24 years,SH.DTH.2024,,21554,21357,21162,20864,20383,19590,18599,17864,17573,17619,17962,18567,19247,19818,20255,20536,20609,20443,19983,19379,18878,18704,18875,19316,19842,20240,20408,20511,20705,21269,22648,25002,27537,
United States,USA,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,7.8,7.7,7.7,7.8,7.9,8.1,8.4,8.7,8.9,9.2,9.5,9.8,10,10.3,10.5,10.7,11,11.2,11.5,11.8,,,,
United States,USA,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,,,,,,,,,,,,,,,16.54167,16.625,16.5,16.25,16.08333,15.625,15.91667,15.29167,15.20833,15.29167,15.58333,15.54167,15.875,15.91667,15.41667,15.375,15.33333,,15.54167,15.08333,
United States,USA,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,20.83643,20.04063,21.89296,20.41236,21.16585,21.52057,19.42953,,,,,,,
